IdSensore;Tipologia;IdTipologia;UnitaMisura;DataMinimaRT;DataMinimaPubblicazione;DataMassimaRT;UTM Nord;UTM Est;Quota;idStazione;Nome;Provincia;Comune
2465;Precipitazione;2;mm;03/05/1998;;06/05/2024;5031658;581271;93;134;Corzano Bargnano;BS;Corzano
2466;Direzione Vento;10;°;03/05/1998;;06/05/2024;5031658;581271;93;134;Corzano Bargnano;BS;Corzano
2471;Temperatura;3;°C;02/01/1992;;22/07/2010;5062757;506658;322;135;Vertemate con Minoprio villa;CO;Vertemate con Minoprio
2472;Umidità Relativa;11;%;02/01/1993;;22/07/2010;5062757;506658;322;135;Vertemate con Minoprio villa;CO;Vertemate con Minoprio
2476;Radiazione Globale;12;W/m²;21/02/1992;;22/07/2010;5062757;506658;322;135;Vertemate con Minoprio villa;CO;Vertemate con Minoprio
2477;Precipitazione;2;mm;20/10/1990;;15/07/2010;5062757;506658;322;135;Vertemate con Minoprio villa;CO;Vertemate con Minoprio
2485;Temperatura;3;°C;01/01/1993;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
2486;Umidità Relativa;11;%;01/01/1993;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
2488;Radiazione Globale;12;W/m²;13/02/2001;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
2491;Direzione Vento;10;°;14/05/1994;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
2492;Precipitazione;2;mm;17/10/1990;;06/05/2024;5003424;582100;44;136;Persico Dosimo ;CR;Persico Dosimo
2497;Temperatura;3;°C;09/06/1993;;06/05/2024;5032417;540720;102;137;Rivolta d'Adda Ist. Spallanzani;CR;Rivolta d'Adda
2498;Umidità Relativa;11;%;09/06/1993;;06/05/2024;5032417;540720;102;137;Rivolta d'Adda Ist. Spallanzani;CR;Rivolta d'Adda
2502;Precipitazione;2;mm;09/06/1993;;06/05/2024;5032417;540720;102;137;Rivolta d'Adda Ist. Spallanzani;CR;Rivolta d'Adda
2503;Direzione Vento;10;°;09/06/1993;;06/05/2024;5032417;540720;102;137;Rivolta d'Adda Ist. Spallanzani;CR;Rivolta d'Adda
2524;Temperatura;3;°C;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
2527;Umidità Relativa;11;%;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
2533;Radiazione Globale;12;W/m²;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
2535;Precipitazione;2;mm;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
2536;Direzione Vento;10;°;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
2595;Temperatura;3;°C;06/10/2014;;06/05/2024;5061321;529882;385;205;Montevecchia cascina Butto;LC;Montevecchia
2596;Precipitazione;2;mm;06/10/2014;;06/05/2024;5061321;529882;385;205;Montevecchia cascina Butto;LC;Montevecchia
2597;Umidità Relativa;11;%;06/10/2014;;06/05/2024;5061321;529882;385;205;Montevecchia cascina Butto;LC;Montevecchia
2611;Direzione Vento;10;°;26/11/2008;;06/05/2024;5077224;524701;1233;212;Canzo ;CO;Canzo
2612;Umidità Relativa;11;%;26/11/2008;;06/05/2024;5077224;524701;1233;212;Canzo ;CO;Canzo
2613;Temperatura;3;°C;20/04/2011;;06/05/2024;5077224;524701;1233;212;Canzo ;CO;Canzo
2614;Precipitazione;2;mm;26/11/2008;;06/05/2024;5077224;524701;1233;212;Canzo ;CO;Canzo
2620;Temperatura;3;°C;25/11/2009;;06/05/2024;5005622;648246;15;214;Bigarello ;MN;Bigarello
2621;Umidità Relativa;11;%;25/11/2009;;06/05/2024;5005622;648246;15;214;Bigarello ;MN;Bigarello
2623;Radiazione Globale;12;W/m²;25/11/2009;;06/05/2024;5005622;648246;15;214;Bigarello ;MN;Bigarello
2626;Precipitazione;2;mm;25/11/2009;;06/05/2024;5005622;648246;15;214;Bigarello ;MN;Bigarello
3062;Livello Idrometrico;1;cm;09/07/2013;;06/05/2024;5060406;472667;198;1363;Golasecca Miorina misuratore;VA;Golasecca
3092;Livello Idrometrico;1;cm;25/03/2013;;06/05/2024;5001496;541819;63;1364;Orio Litta v.Francigena;LO;Orio Litta
3118;Livello Idrometrico;1;cm;18/10/2013;;06/05/2024;5041381;515011;139;1425;Milano Niguarda;MI;Milano
4001;Temperatura;3;°C;23/05/2003;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
4002;Umidità Relativa;11;%;15/05/2003;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
4004;Radiazione Globale;12;W/m²;28/10/2008;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
4006;Direzione Vento;10;°;15/05/2003;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
4008;Precipitazione;2;mm;15/05/2003;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
4009;Temperatura;3;°C;19/06/2002;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
4010;Umidità Relativa;11;%;25/05/2002;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
4012;Radiazione Globale;12;W/m²;25/05/2002;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
4014;Direzione Vento;10;°;25/05/2002;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
4016;Precipitazione;2;mm;04/02/2009;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
4017;Temperatura;3;°C;24/05/2002;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
4018;Umidità Relativa;11;%;24/05/2002;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
4020;Radiazione Globale;12;W/m²;24/05/2002;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
4022;Direzione Vento;10;°;24/05/2002;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
4025;Precipitazione;2;mm;24/05/2002;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
4027;Umidità Relativa;11;%;02/06/2002;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
4029;Radiazione Globale;12;W/m²;02/06/2002;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
4031;Direzione Vento;10;°;02/06/2002;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
4033;Precipitazione;2;mm;02/06/2002;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
4034;Temperatura;3;°C;19/11/2000;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
4035;Umidità Relativa;11;%;19/11/2000;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
4037;Radiazione Globale;12;W/m²;19/11/2000;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
4039;Direzione Vento;10;°;12/01/2004;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
4041;Precipitazione;2;mm;19/11/2000;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
4042;Temperatura;3;°C;04/12/2002;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
4043;Umidità Relativa;11;%;06/06/2002;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
4045;Radiazione Globale;12;W/m²;06/06/2002;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
4047;Direzione Vento;10;°;06/06/2002;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
4049;Precipitazione;2;mm;06/06/2002;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
4050;Temperatura;3;°C;30/05/2003;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
4051;Umidità Relativa;11;%;23/05/2003;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
4053;Radiazione Globale;12;W/m²;19/09/2003;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
4055;Direzione Vento;10;°;23/05/2003;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
4057;Precipitazione;2;mm;23/05/2003;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
4058;Temperatura;3;°C;30/05/2002;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
4059;Umidità Relativa;11;%;30/05/2002;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
4060;Radiazione Globale;12;W/m²;30/05/2002;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
4062;Direzione Vento;10;°;30/05/2002;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
4065;Precipitazione;2;mm;30/05/2002;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
4066;Temperatura;3;°C;02/07/2002;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
4067;Umidità Relativa;11;%;02/07/2002;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
4069;Radiazione Globale;12;W/m²;02/07/2002;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
4071;Direzione Vento;10;°;02/07/2002;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
4082;Temperatura;3;°C;04/07/2002;;06/05/2024;4997165;594008;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
4083;Umidità Relativa;11;%;04/07/2002;;06/05/2024;4997165;594008;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
4085;Radiazione Globale;12;W/m²;04/07/2002;;06/05/2024;4997165;594008;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
4087;Direzione Vento;10;°;26/07/2005;;06/05/2024;4997179;594005;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
4089;Precipitazione;2;mm;04/07/2002;;06/05/2024;4997170;594009;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
4112;Precipitazione;2;mm;05/03/2009;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
5048;Precipitazione;2;mm;21/04/2004;;25/08/2008;5040086;617699;129;163;Padenghe sul Garda ;BS;Padenghe sul Garda
5080;Livello Idrometrico;1;cm;24/07/2020;;06/05/2024;4999560;486707;93;1088;Ottobiano via Manzoni;PV;Ottobiano
5082;Livello Idrometrico;1;cm;24/07/2020;;06/05/2024;5007042;528392;72;1089;Villanterio via Roma;PV;Villanterio
5121;Temperatura;3;°C;15/02/2006;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
5122;Umidità Relativa;11;%;08/01/2006;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
5124;Radiazione Globale;12;W/m²;08/01/2006;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
5126;Direzione Vento;10;°;08/01/2006;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
5128;Precipitazione;2;mm;08/01/2006;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
5856;Precipitazione;2;mm;07/12/1991;;06/05/2024;5053519;543342;190;595;Filago v.Don Milani;BG;Filago
5857;Precipitazione;2;mm;09/07/1996;;06/05/2024;5062715;553620;290;594;Bergamo v.Goisis;BG;Bergamo
5858;Precipitazione;2;mm;04/04/2000;;06/05/2024;5052072;547691;182;596;Osio Sotto v.per Levate;BG;Osio Sotto
5859;Precipitazione;2;mm;01/01/1989;;27/10/2011;5058641;552746;249;582;Bergamo v.S.Giorgio;BG;Bergamo
5860;Precipitazione;2;mm;15/06/1994;;11/01/2012;5060449;551482;249;584;Bergamo v.Garibaldi;BG;Bergamo
5861;Precipitazione;2;mm;01/01/1992;;06/05/2024;5075429;585212;192;586;Costa Volpino v.Nazionale;BG;Costa Volpino
5863;Temperatura;3;°C;07/12/1991;;06/05/2024;5053519;543342;190;595;Filago v.Don Milani;BG;Filago
5864;Temperatura;3;°C;13/09/1996;;06/05/2024;5062715;553620;290;594;Bergamo v.Goisis;BG;Bergamo
5865;Temperatura;3;°C;04/04/2000;;06/05/2024;5052072;547691;182;596;Osio Sotto v.per Levate;BG;Osio Sotto
5866;Temperatura;3;°C;01/01/1989;;14/04/2010;5058641;552746;249;582;Bergamo v.S.Giorgio;BG;Bergamo
5867;Temperatura;3;°C;16/06/1994;;11/07/2011;5060449;551482;249;584;Bergamo v.Garibaldi;BG;Bergamo
5868;Temperatura;3;°C;26/07/1993;;06/05/2024;5075429;585212;192;586;Costa Volpino v.Nazionale;BG;Costa Volpino
5870;Precipitazione;2;mm;01/07/2009;;06/05/2024;5072803;517232;279;564;Erba v. Battisti;CO;Erba
5871;Temperatura;3;°C;21/02/2009;;06/05/2024;5072803;517232;279;564;Erba v. Battisti;CO;Erba
5872;Precipitazione;2;mm;23/09/1996;;23/07/2016;5059463;514062;256;562;Mariano Comense v.le Lombardia;CO;Mariano Comense
5873;Temperatura;3;°C;23/09/1996;;23/07/2016;5059463;514062;256;562;Mariano Comense v.le Lombardia;CO;Mariano Comense
5876;Precipitazione;2;mm;06/11/1990;;06/05/2024;5109468;529713;229;573;Colico v.La Madoneta;LC;Colico
5877;Temperatura;3;°C;06/11/1990;;06/05/2024;5109468;529713;229;573;Colico v.La Madoneta;LC;Colico
5878;Precipitazione;2;mm;01/01/1991;;25/09/2008;5077479;530713;214;574;Lecco v. Amendola;LC;Lecco
5882;Precipitazione;2;mm;02/12/2002;;30/11/2021;5066429;520613;310;575;Nibionno v.della Chiesa;LC;Nibionno
5883;Temperatura;3;°C;03/12/2002;;30/11/2021;5066429;520613;310;575;Nibionno v.della Chiesa;LC;Nibionno
5884;Precipitazione;2;mm;01/01/1991;;07/02/2008;5095134;522088;220;578;Varenna v.Polvani;LC;Varenna
5887;Precipitazione;2;mm;13/01/2000;;15/06/2015;5020175;533400;80;617;Tavazzano con Villavesco Enel suolo;LO;Tavazzano con Villavesco
5888;Temperatura;3;°C;13/01/2000;;15/06/2015;5020175;533400;80;617;Tavazzano con Villavesco Enel suolo;LO;Tavazzano con Villavesco
5890;Temperatura;3;°C;23/01/2002;;06/05/2024;4992297;555154;50;598;San Rocco al Porto v.Matteotti;LO;San Rocco al Porto
5894;Precipitazione;2;mm;24/03/1992;;06/11/2018;5046977;527628;162;530;Agrate Brianza v.Ferrario;MB;Agrate Brianza
5895;Temperatura;3;°C;25/03/1992;;06/11/2018;5046977;527628;162;530;Agrate Brianza v.Ferrario;MB;Agrate Brianza
5897;Temperatura;3;°C;19/03/1990;;06/05/2024;5035365;514782;122;620;Milano v.Brera;MI;Milano
5900;Precipitazione;2;mm;31/03/1996;;06/09/2018;5057636;518272;250;512;Carate Brianza v.De Gasperi;MB;Carate Brianza
5901;Temperatura;3;°C;01/04/1996;;26/04/2018;5057636;518272;250;512;Carate Brianza v.De Gasperi;MB;Carate Brianza
5902;Precipitazione;2;mm;29/03/2002;;06/05/2024;5031403;507619;119;525;Corsico v.le Italia;MI;Corsico
5903;Temperatura;3;°C;12/02/1997;;06/05/2024;5031403;507619;119;525;Corsico v.le Italia;MI;Corsico
5908;Precipitazione;2;mm;01/01/1989;;06/05/2024;5035546;517376;122;502;Milano v.Juvara;MI;Milano
5909;Temperatura;3;°C;01/01/1989;;06/05/2024;5035546;517376;122;502;Milano v.Juvara;MI;Milano
5910;Temperatura;3;°C;15/09/1998;;06/05/2024;5019010;510543;97;535;Lacchiarella v.Molise;MI;Lacchiarella
5911;Temperatura;3;°C;01/01/1989;;06/05/2024;5038105;514918;129;501;Milano v.Marche;MI;Milano
5916;Precipitazione;2;mm;01/01/1999;;06/05/2024;5035511;527630;112;614;Rodano v.Turati;MI;Rodano
5917;Temperatura;3;°C;01/01/1999;;06/05/2024;5035511;527630;112;614;Rodano v.Turati;MI;Rodano
5918;Precipitazione;2;mm;21/02/2001;;06/05/2024;5051253;539618;199;513;Trezzo sull'Adda v.Nenni;MI;Trezzo sull'Adda
5920;Temperatura;3;°C;01/01/1989;;06/05/2024;5035847;511082;122;503;Milano P.zza Zavattari;MI;Milano
5921;Precipitazione;2;mm;01/11/1993;;04/10/2016;5147136;605598;1225;571;Bormio v.Monte Braulio;SO;Bormio
5922;Temperatura;3;°C;01/11/1993;;04/10/2016;5147136;605598;1225;571;Bormio v.Monte Braulio;SO;Bormio
5923;Precipitazione;2;mm;27/10/1993;;31/12/2010;5129769;530454;333;567;Chiavenna v.Cerletti;SO;Chiavenna
5924;Temperatura;3;°C;27/10/1993;;21/10/2010;5129769;530454;333;567;Chiavenna v.Cerletti;SO;Chiavenna
5927;Precipitazione;2;mm;29/09/1998;;29/09/2015;5108901;543736;262;572;Morbegno v.Cortivacci;SO;Morbegno
5928;Temperatura;3;°C;29/09/1998;;26/09/2015;5108901;543736;262;572;Morbegno v.Cortivacci;SO;Morbegno
5929;Precipitazione;2;mm;28/10/1993;;11/01/2012;5113078;567173;307;569;Sondrio v.Mazzini;SO;Sondrio
5930;Temperatura;3;°C;28/10/1993;;24/06/2010;5113078;567173;307;569;Sondrio v.Mazzini;SO;Sondrio
5931;Precipitazione;2;mm;01/11/1993;;03/07/2012;5118891;589196;439;570;Tirano Viale Italia;SO;Tirano
5932;Temperatura;3;°C;01/11/1993;;17/05/2018;5118891;589196;439;570;Tirano Viale Italia;SO;Tirano
5933;Precipitazione;2;mm;05/12/1998;;06/05/2024;5047718;487687;206;558;Busto Arsizio  Accam;VA;Busto Arsizio
5934;Precipitazione;2;mm;25/05/1991;;21/10/2018;5050810;488313;222;555;Busto Arsizio v.Magenta;VA;Busto Arsizio
5935;Temperatura;3;°C;25/05/1991;;10/12/2018;5050810;488313;222;555;Busto Arsizio v.Magenta;VA;Busto Arsizio
5938;Precipitazione;2;mm;05/12/1996;;10/12/2018;5048975;479783;204;557;Lonate Pozzolo v.Veneto;VA;Lonate Pozzolo
5939;Temperatura;3;°C;13/12/1996;;19/06/2018;5048975;479783;204;557;Lonate Pozzolo v.Veneto;VA;Lonate Pozzolo
5940;Precipitazione;2;mm;20/03/2000;;30/10/2020;5055150;477613;210;559;Somma Lombardo v.Facchinetti;VA;Somma Lombardo
5941;Temperatura;3;°C;20/03/2000;;30/10/2020;5055150;477613;210;559;Somma Lombardo v.Facchinetti;VA;Somma Lombardo
5966;Temperatura;3;°C;01/06/1992;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
5968;Temperatura;3;°C;10/06/1992;;04/04/2006;4998730;581171;61;628;Cremona p.zza Libertà;CR;Cremona
5969;Temperatura;3;°C;01/08/1992;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
5979;Direzione Vento;10;°;03/02/2000;;06/05/2024;5053519;543342;190;595;Filago v.Don Milani;BG;Filago
5981;Direzione Vento;10;°;16/09/1996;;06/05/2024;5062715;553620;290;594;Bergamo v.Goisis;BG;Bergamo
5983;Direzione Vento;10;°;04/04/2000;;06/05/2024;5052072;547691;182;596;Osio Sotto v.per Levate;BG;Osio Sotto
5987;Direzione Vento;10;°;25/09/2000;;06/05/2024;5059922;550116;249;583;Bergamo v.Meucci;BG;Bergamo
5990;Direzione Vento;10;°;23/11/1994;;14/04/2010;5060449;551482;249;584;Bergamo v.Garibaldi;BG;Bergamo
5994;Direzione Vento;10;°;21/01/1997;;06/05/2024;5075429;585212;192;586;Costa Volpino v.Nazionale;BG;Costa Volpino
6008;Direzione Vento;10;°;01/01/1998;;06/05/2024;5109468;529713;229;573;Colico v.La Madoneta;LC;Colico
6017;Direzione Vento;10;°;13/01/2000;;03/08/2015;5020197;533381;80;635;Tavazzano con Villavesco Enel;LO;Tavazzano con Villavesco
6026;Direzione Vento;10;°;29/10/1999;;11/08/2016;5046977;527628;162;530;Agrate Brianza v.Ferrario;MB;Agrate Brianza
6029;Direzione Vento;10;°;18/11/1999;;06/05/2024;5035365;514782;122;620;Milano v.Brera;MI;Milano
6035;Direzione Vento;10;°;01/01/1999;;23/10/2014;5057636;518272;250;512;Carate Brianza v.De Gasperi;MB;Carate Brianza
6038;Direzione Vento;10;°;02/11/1999;;06/05/2024;5031403;507619;119;525;Corsico v.le Italia;MI;Corsico
6044;Direzione Vento;10;°;01/01/1999;;06/05/2024;5035546;517376;122;502;Milano v.Juvara;MI;Milano
6046;Direzione Vento;10;°;01/01/1999;;06/05/2024;5019010;510543;97;535;Lacchiarella v.Molise;MI;Lacchiarella
6048;Direzione Vento;10;°;17/11/1999;;06/05/2024;5038105;514918;129;501;Milano v.Marche;MI;Milano
6060;Direzione Vento;10;°;22/02/2001;;06/05/2024;5051253;539618;199;513;Trezzo sull'Adda v.Nenni;MI;Trezzo sull'Adda
6063;Direzione Vento;10;°;23/11/1999;;06/05/2024;5035847;511082;122;503;Milano P.zza Zavattari;MI;Milano
6071;Direzione Vento;10;°;13/12/1999;;29/09/2015;5108901;543736;262;572;Morbegno v.Cortivacci;SO;Morbegno
6077;Direzione Vento;10;°;17/07/1998;;10/12/2018;5050810;488313;222;555;Busto Arsizio v.Magenta;VA;Busto Arsizio
6081;Direzione Vento;10;°;05/12/1996;;10/12/2018;5048975;479783;204;557;Lonate Pozzolo v.Veneto;VA;Lonate Pozzolo
6084;Direzione Vento;10;°;20/03/2000;;30/10/2020;5055150;477613;210;559;Somma Lombardo v.Facchinetti;VA;Somma Lombardo
6103;Velocità Vento;9;m/s;15/06/1994;;11/07/2011;5060449;551482;249;584;Bergamo v.Garibaldi;BG;Bergamo
6116;Velocità Vento;9;m/s;12/03/1990;;30/10/2013;5046977;527628;162;530;Agrate Brianza v.Ferrario;MB;Agrate Brianza
6137;Velocità Vento;9;m/s;22/02/2001;;07/05/2024;5051253;539618;199;513;Trezzo sull'Adda v.Nenni;MI;Trezzo sull'Adda
6157;Umidità Relativa;11;%;01/01/1992;;06/05/2024;5053519;543342;190;595;Filago v.Don Milani;BG;Filago
6158;Umidità Relativa;11;%;13/09/1996;;06/05/2024;5062715;553620;290;594;Bergamo v.Goisis;BG;Bergamo
6159;Umidità Relativa;11;%;04/04/2000;;06/05/2024;5052072;547691;182;596;Osio Sotto v.per Levate;BG;Osio Sotto
6160;Umidità Relativa;11;%;01/12/1989;;14/04/2010;5058641;552746;249;582;Bergamo v.S.Giorgio;BG;Bergamo
6161;Umidità Relativa;11;%;26/07/1993;;06/05/2024;5075429;585212;192;586;Costa Volpino v.Nazionale;BG;Costa Volpino
6163;Umidità Relativa;11;%;21/02/2009;;06/05/2024;5072803;517232;279;564;Erba v. Battisti;CO;Erba
6164;Umidità Relativa;11;%;11/07/2001;;06/05/2024;5109468;529713;229;573;Colico v.La Madoneta;LC;Colico
6167;Umidità Relativa;11;%;03/12/2002;;30/11/2021;5066429;520613;310;575;Nibionno v.della Chiesa;LC;Nibionno
6169;Umidità Relativa;11;%;13/01/2000;;15/06/2015;5020175;533400;80;617;Tavazzano con Villavesco Enel suolo;LO;Tavazzano con Villavesco
6170;Umidità Relativa;11;%;23/01/2002;;06/05/2024;4992297;555154;50;598;San Rocco al Porto v.Matteotti;LO;San Rocco al Porto
6172;Umidità Relativa;11;%;01/01/1999;;06/11/2018;5046977;527628;162;530;Agrate Brianza v.Ferrario;MB;Agrate Brianza
6174;Umidità Relativa;11;%;05/12/2002;;06/05/2024;5035365;514782;122;620;Milano v.Brera;MI;Milano
6175;Umidità Relativa;11;%;01/01/1999;;26/04/2018;5057636;518272;250;512;Carate Brianza v.De Gasperi;MB;Carate Brianza
6176;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5031403;507619;119;525;Corsico v.le Italia;MI;Corsico
6179;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5035546;517376;122;502;Milano v.Juvara;MI;Milano
6180;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5019010;510543;97;535;Lacchiarella v.Molise;MI;Lacchiarella
6183;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5035511;527630;112;614;Rodano v.Turati;MI;Rodano
6184;Umidità Relativa;11;%;22/02/2001;;06/05/2024;5051253;539618;199;513;Trezzo sull'Adda v.Nenni;MI;Trezzo sull'Adda
6185;Umidità Relativa;11;%;22/04/2002;;06/05/2024;5035847;511082;122;503;Milano P.zza Zavattari;MI;Milano
6186;Umidità Relativa;11;%;16/01/2000;;04/10/2016;5147136;605598;1225;571;Bormio v.Monte Braulio;SO;Bormio
6187;Umidità Relativa;11;%;17/12/1999;;21/10/2010;5129769;530454;333;567;Chiavenna v.Cerletti;SO;Chiavenna
6189;Umidità Relativa;11;%;13/12/1999;;29/09/2015;5108901;543736;262;572;Morbegno v.Cortivacci;SO;Morbegno
6191;Umidità Relativa;11;%;15/12/1999;;17/05/2018;5118891;589196;439;570;Tirano Viale Italia;SO;Tirano
6193;Umidità Relativa;11;%;13/12/1996;;19/06/2018;5048975;479783;204;557;Lonate Pozzolo v.Veneto;VA;Lonate Pozzolo
6194;Umidità Relativa;11;%;20/03/2000;;30/10/2020;5055150;477613;210;559;Somma Lombardo v.Facchinetti;VA;Somma Lombardo
6407;Umidità Relativa;11;%;01/01/2002;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
6421;Umidità Relativa;11;%;01/01/2002;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
6430;Radiazione Globale;12;W/m²;07/12/1991;;06/05/2024;5053519;543342;190;595;Filago v.Don Milani;BG;Filago
6431;Radiazione Globale;12;W/m²;13/09/1996;;06/05/2024;5062715;553620;290;594;Bergamo v.Goisis;BG;Bergamo
6432;Radiazione Globale;12;W/m²;04/04/2000;;06/05/2024;5052072;547691;182;596;Osio Sotto v.per Levate;BG;Osio Sotto
6433;Radiazione Globale;12;W/m²;01/01/1989;;14/04/2010;5058641;552746;249;582;Bergamo v.S.Giorgio;BG;Bergamo
6434;Radiazione Globale;12;W/m²;26/07/1993;;06/05/2024;5075429;585212;192;586;Costa Volpino v.Nazionale;BG;Costa Volpino
6437;Radiazione Globale;12;W/m²;01/01/2002;;21/02/2007;4981793;612537;23;625;Casalmaggiore v.Volta;CR;Casalmaggiore
6440;Radiazione Globale;12;W/m²;01/01/2002;;06/05/2024;5023885;555127;79;629;Crema v.XI febbraio;CR;Crema
6443;Radiazione Globale;12;W/m²;13/01/2000;;15/06/2015;5020175;533400;80;617;Tavazzano con Villavesco Enel suolo;LO;Tavazzano con Villavesco
6453;Radiazione Globale;12;W/m²;02/01/2002;;06/09/2018;5057636;518272;250;512;Carate Brianza v.De Gasperi;MB;Carate Brianza
6458;Radiazione Globale;12;W/m²;01/01/1999;;06/05/2024;5035546;517376;122;502;Milano v.Juvara;MI;Milano
6469;Radiazione Globale;12;W/m²;06/06/1996;;24/06/2010;5113078;567173;307;569;Sondrio v.Mazzini;SO;Sondrio
